original_index,text,word_count,syllable_count,syllables_per_word,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,coleman_liau,ari,dale_chall
106942,GeoMatch,1,2,2.0,36.62,8.4,0.4,1.0,16.75,19.48
106943,The U.S. State Department,4,6,1.5,75.88,3.67,11.6,5.8,6.48,7.78
106944,Such a program would allow,5,7,1.4,83.32,2.88,2.0,3.8,1.79,7.04
106945,Violent Immigration and Customs Enforcement,5,13,2.6,-18.2,17.04,26.0,23.52,17.81,16.52
106946,Do they not understand that,5,7,1.4,83.32,2.88,2.0,4.96,2.74,0.25
106947,While the United States once,5,7,1.4,83.32,2.88,2.0,6.12,3.68,0.25
106948,Bhutan has advanced a distinct,5,8,1.6,66.4,5.24,2.0,8.44,5.56,13.36
106949,Certain politically active nonprofits — notably,5,15,3.0,-52.04,21.76,26.0,25.84,14.04,16.52
106950,Establishing a 501(c)(,3,6,2.0,34.59,9.18,14.53,7.2,11.47,14.31
106951,This document should state the,5,7,1.4,83.32,2.88,10.0,8.44,5.56,7.04
106952,Organizations have historically used the,5,13,2.6,-18.2,17.04,18.0,20.04,14.98,10.2
106954,Starting March 9,3,4,1.333,90.99,1.31,1.2,1.4,2.05,14.31
106955,Statement of purpose of the,5,7,1.4,83.32,2.88,2.0,4.96,2.74,10.2
106956,In addition to submitting Form,5,9,1.8,49.48,7.6,18.0,8.44,5.56,10.2
106957,Their primary purpose must be,5,8,1.6,66.4,5.24,10.0,7.28,4.62,10.2
106958,Although section 501(c)(,3,5,1.667,62.79,5.25,1.2,11.07,14.61,19.58
106959,But the US Treasury and,5,7,1.4,83.32,2.88,10.0,0.32,-1.03,7.04
106961,Dark money groups mask the,5,6,1.2,100.24,0.52,2.0,3.8,1.79,7.04
106962,Many of the foregoing issues,5,9,1.8,49.48,7.6,10.0,6.12,3.68,10.2
106963,A super PAC,3,4,1.333,90.99,1.31,1.2,-8.27,-5.8,14.31
106964,We need a complete overhaul,5,8,1.6,66.4,5.24,10.0,4.96,2.74,10.2
106965,Comprehensive immigration reform (CIR),4,11,2.75,-29.87,18.42,21.6,24.65,21.78,19.62
106966,For all of these workers,5,6,1.2,100.24,0.52,2.0,1.48,-0.09,7.04
106967,The Taiwan Strait is a key shipping route,8,10,1.25,92.97,2.28,3.2,5.15,2.59,9.95
106968,The Taiwan Strait is the,5,6,1.2,100.24,0.52,2.0,1.48,-0.09,10.2
106969,Any possible disruption of merchant,5,11,2.2,15.64,12.32,10.0,14.24,10.27,10.2
106970,Legalization of marijuana means that,5,12,2.4,-1.28,14.68,18.0,15.4,11.21,10.2
106971,Adults in states where the,5,6,1.2,100.24,0.52,2.0,3.8,1.79,7.04
106972,Decriminalization refers to a policy,5,14,2.8,-35.12,19.4,18.0,15.4,11.21,13.36
106973,Decriminalization reduces the legal penalties,5,16,3.2,-68.96,24.12,26.0,25.84,19.69,16.52
106974,The legal frameworks for medical,5,9,1.8,49.48,7.6,10.0,10.76,7.45,13.36
106975,For example,2,4,2.0,35.61,8.79,20.8,-1.6,3.12,11.63
106976,Second,1,2,2.0,36.62,8.4,0.4,-10.6,7.33,0.05
106977,This presents several complications,4,9,2.25,12.43,12.52,11.6,23.2,18.25,11.73
106978,This allows increased access for,5,8,1.6,66.4,5.24,2.0,10.76,7.45,13.36
106979,Vladimir Putin suggested that the,5,9,1.8,49.48,7.6,18.0,11.92,8.39,13.36
106980,Putin told reporters on Saturday,5,9,1.8,49.48,7.6,10.0,10.76,7.45,10.2
106984,Kyiv and Moscow accuse each other of violating ceasefire,9,18,2.0,28.5,11.52,12.49,11.84,8.19,12.86
106985,By AFP,2,2,1.0,120.21,-3.01,0.8,-16.1,-8.65,11.63
106986,Trump's go-to deal maker,4,6,1.5,75.88,3.67,1.6,4.35,5.3,15.68
106987,A European diplomat said the,5,10,2.0,32.56,9.96,18.0,6.12,3.68,10.2
106991,Canada signs Council of Europe convention setting up an International,10,21,2.1,19.03,13.09,16.0,16.04,11.83,13.61
106992,There is an inescapable domestic,5,11,2.2,15.64,12.32,18.0,10.76,7.45,10.2
106993,Russia has weaponized this fact,5,7,1.4,83.32,2.88,2.0,9.6,6.5,10.2
106994,This balance-of-power principle,3,6,2.0,34.59,9.18,14.53,26.53,25.6,14.31
106995,The agenda outlines President Trump's,5,10,2.0,32.56,9.96,18.0,15.4,12.16,16.52
106996,Through such efforts,3,4,1.333,90.99,1.31,1.2,9.13,8.33,9.05
106997,Tariffs were introduced on advanced,5,9,1.8,49.48,7.6,10.0,14.24,10.27,13.36
106998,For critical minerals,3,7,2.333,6.39,13.11,27.87,11.07,9.9,14.31
106999,Developments remain in flux.,4,8,2.0,33.58,9.57,11.6,11.6,10.01,11.73
107000,On the same day as,5,5,1.0,117.16,-1.84,2.0,-5.48,-5.74,0.25
107001,Further,1,2,2.0,36.62,8.4,0.4,-4.8,12.04,0.05
107002,Editor's note:,2,4,2.0,35.61,8.79,20.8,1.3,10.18,11.63
107003,Mexico is ideally positioned to,5,11,2.2,15.64,12.32,26.0,9.6,6.5,13.36
107004,Addressing Challenges with the United,5,11,2.2,15.64,12.32,18.0,16.56,12.16,10.2
107005,The Administration states that it,5,9,1.8,49.48,7.6,10.0,11.92,8.39,7.04
107006,The ACA also established guaranteed issue,6,13,2.167,17.45,12.32,15.73,14.07,9.83,14.46
107007,The law provides consumers with,5,8,1.6,66.4,5.24,10.0,9.6,6.5,10.2
107008,This provision allows beneficiaries to,5,13,2.6,-18.2,17.04,18.0,17.72,13.1,13.36
107009,The medical loss ratio (MLR,5,9,1.8,49.48,7.6,18.0,3.8,2.74,13.36
107010,Typically,1,3,3.0,-47.98,20.2,40.4,6.8,21.46,19.48
107011,If you do not receive,5,6,1.2,100.24,0.52,2.0,-2.0,-2.92,0.25
107013,The interview and Assessment Center are both highly relevant to,10,18,1.8,44.41,9.55,16.0,12.56,9.0,10.45
107015,Review of administrative acts and secondary legislation,7,18,2.571,-17.81,17.48,19.94,20.57,15.04,10.75
107016,Commercial judicial review,3,8,2.667,-21.81,17.05,27.87,20.73,17.75,14.31
107017,The federal judicial power extends,5,11,2.2,15.64,12.32,18.0,13.08,9.33,13.36
107018,However in recent years it,5,8,1.6,66.4,5.24,2.0,3.8,1.79,10.2
107019,Courts in the United States,5,7,1.4,83.32,2.88,2.0,4.96,2.74,7.04
107020,In this case,3,3,1.0,119.19,-2.62,1.2,-6.33,-4.23,0.15
107021,But perhaps the most significant,5,9,1.8,49.48,7.6,10.0,10.76,7.45,7.04
107022,As a result of the,5,6,1.2,100.24,0.52,2.0,-5.48,-5.74,7.04
107023,Dark money is election spending,5,9,1.8,49.48,7.6,10.0,9.6,6.5,10.2
107024,Dark money allows the donors,5,8,1.6,66.4,5.24,2.0,6.12,3.68,10.2
107025,Professor Gerken will argue that,5,9,1.8,49.48,7.6,10.0,10.76,7.45,13.36
107026,Neither assumption,2,5,2.5,-6.69,14.69,20.8,18.7,19.6,11.63
107028,It creates better-informed voters,4,9,2.25,12.43,12.52,11.6,18.85,15.9,15.68
107029,How does vote-by-mail,3,4,1.333,90.99,1.31,1.2,7.2,9.9,9.05
107030,Absentee/mail-in voting delays election results,5,14,2.8,-35.12,19.4,18.0,25.84,21.58,19.67
107031,Mail ballot envelopes typically require,5,12,2.4,-1.28,14.68,26.0,18.88,14.04,16.52
107033,Connecticut League of,3,6,2.0,34.59,9.18,14.53,11.07,9.9,14.31
107034,What options do I have,5,6,1.2,100.24,0.52,2.0,-0.84,-1.97,7.04
107035,While 501(c)(3,2,2,1.0,120.21,-3.01,0.8,-1.6,10.18,11.63
107036,We train and support volunteers,5,8,1.6,66.4,5.24,10.0,9.6,6.5,10.2
107037,With its Save on Better,5,6,1.2,100.24,0.52,2.0,0.32,-1.03,0.25
107038,It takes disincentivizing racism and,5,11,2.2,15.64,12.32,18.0,15.4,11.21,13.36
107039,Charitable organizations operating with 501,5,15,3.0,-52.04,21.76,26.0,23.52,17.81,16.52
107040,Statutory stare decisis has traditionally,5,14,2.8,-35.12,19.4,26.0,21.2,15.92,13.36
107042,This creates a Kafkaesque trap,5,8,1.6,66.4,5.24,10.0,8.44,5.56,10.2
107044,Chinese and American Banks Hold,5,9,1.8,49.48,7.6,2.0,9.6,6.5,10.2
107048,The program focuses on leveraging,5,10,2.0,32.56,9.96,18.0,11.92,8.39,13.36
107049,The merger combines Fifth Third's,5,7,1.4,83.32,2.88,2.0,10.76,8.39,13.36
107050,Proponents of the Green New,5,7,1.4,83.32,2.88,10.0,4.96,2.74,7.04
107051,The jobs created must be,5,7,1.4,83.32,2.88,10.0,1.48,-0.09,10.2
107052,Jacobson: Such a transition will,5,9,1.8,49.48,7.6,18.0,9.6,7.45,10.2
107053,The GND's proposed goals,4,5,1.25,97.03,0.72,1.6,5.8,5.3,15.68
107054,More likely,2,3,1.5,77.91,2.89,0.8,-1.6,3.12,0.1
107055,Viewed from a global perspective,5,8,1.6,66.4,5.24,10.0,10.76,7.45,13.36
107056,In fact,2,2,1.0,120.21,-3.01,0.8,-13.2,-6.3,0.1
107057,The Green New Deal's job,5,5,1.0,117.16,-1.84,2.0,0.32,-0.09,7.04
107058,An open primary is a,5,8,1.6,66.4,5.24,10.0,-3.16,-3.86,7.04
107059,Open Primaries,2,5,2.5,-6.69,14.69,20.8,7.1,10.18,11.63
107060,In top-two primaries,3,7,2.333,6.39,13.11,27.87,7.2,8.33,14.31
107061,Two more states—Washington and,4,6,1.5,75.88,3.67,11.6,14.5,12.36,7.78
107062,Voters are going to the,5,7,1.4,83.32,2.88,2.0,0.32,-1.03,7.04
107063,March 3: Arkansas,3,5,1.667,62.79,5.25,14.53,1.4,3.62,14.31
107064,The original North American Free,5,11,2.2,15.64,12.32,10.0,10.76,7.45,7.04
107065,Understanding how tariffs,3,7,2.333,6.39,13.11,14.53,18.8,16.18,14.31
107066,Meanwhile,1,2,2.0,36.62,8.4,0.4,6.8,21.46,19.48
107067,First enacted in 1994,4,6,1.5,75.88,3.67,11.6,2.9,1.77,11.73
107068,Many workers and labor leaders,5,9,1.8,49.48,7.6,2.0,8.44,5.56,13.36
107069,The United States is currently,5,9,1.8,49.48,7.6,10.0,8.44,5.56,7.04
107070,The liberalization of trade has,5,10,2.0,32.56,9.96,10.0,9.6,6.5,7.04
107071,USMCA at risk — Rising tariffs,5,8,1.6,66.4,5.24,2.0,6.12,0.7,13.36
107072,The USMCA has failed to,5,6,1.2,100.24,0.52,2.0,0.32,-1.03,10.2
107073,The main structure of the,5,6,1.2,100.24,0.52,2.0,2.64,0.85,10.2
107074,The increased presence of maquiladoras,5,11,2.2,15.64,12.32,10.0,17.72,13.1,13.36
107075,Economic impact — Mexico depends on,5,12,2.4,-1.28,14.68,18.0,11.92,4.62,16.52
107076,However,1,3,3.0,-47.98,20.2,0.4,-4.8,12.04,0.05
107077,U.S. Representative Dan Goldman (D,5,10,2.0,32.56,9.96,10.0,9.6,9.33,16.52
107078,The Prison Policy Initiative released,5,12,2.4,-1.28,14.68,18.0,16.56,12.16,13.36
107079,Strengthen Corrections Ombudsman: Strengthen the,5,11,2.2,15.64,12.32,18.0,28.16,22.52,16.52
107080,Other promising programs include Atlanta,5,12,2.4,-1.28,14.68,18.0,20.04,14.98,16.52
107081,Establish “open hours court” for,5,9,1.8,49.48,7.6,10.0,8.44,7.45,10.2
107082,Fair Youth Interrogation: Prohibit the,5,11,2.2,15.64,12.32,18.0,16.56,13.1,10.2
107083,End Use of Solitary: End,5,8,1.6,66.4,5.24,10.0,0.32,-0.09,7.04
107084,Oppose Drug Mandatory Minimums: Resist,5,12,2.4,-1.28,14.68,18.0,16.56,13.1,19.67
107085,Provide Reentry Services for People,5,11,2.2,15.64,12.32,18.0,14.24,10.27,13.36
107086,Fair Chance Housing [PRIORITY]:,4,8,2.0,33.58,9.57,11.6,13.05,13.54,11.73
107087,Eliminate conviction-based barriers to,4,12,3.0,-51.02,21.37,31.6,26.1,21.78,15.68
107090,Here are the core principles,5,7,1.4,83.32,2.88,10.0,6.12,3.68,10.2
107091,Prohibited Contributions: Foreign nationals and,5,14,2.8,-35.12,19.4,26.0,27.0,21.58,16.52
107092,The Child Tax Credit for,5,6,1.2,100.24,0.52,2.0,1.48,-0.09,7.04
107093,What is the Child Tax,5,5,1.0,117.16,-1.84,2.0,-2.0,-2.92,0.25
107094,The Child Tax Credit (CTC,5,6,1.2,100.24,0.52,2.0,1.48,0.85,10.2
107095,If the credit exceeds income,5,8,1.6,66.4,5.24,2.0,6.12,3.68,10.2
107096,Other dependents—including children ages,4,11,2.75,-29.87,18.42,11.6,29.0,24.14,11.73
107098,Qualifying for the Child Tax,5,8,1.6,66.4,5.24,10.0,6.12,3.68,7.04
107099,Relationship: The child must be,5,8,1.6,66.4,5.24,10.0,8.44,6.5,7.04
107100,Support: The child must provide,5,7,1.4,83.32,2.88,2.0,8.44,6.5,10.2
107101,Citizenship: The child must be,5,8,1.6,66.4,5.24,10.0,7.28,5.56,7.04
107102,A child must have a,5,5,1.0,117.16,-1.84,2.0,-4.32,-4.8,0.25
107103,For 2025 taxes (for returns,5,7,1.4,83.32,2.88,2.0,3.8,2.74,13.36
107104,The federal government,3,7,2.333,6.39,13.11,14.53,13.0,11.47,9.05
107105,In 2025 and 2026,4,4,1.0,118.18,-2.23,1.6,-4.35,-4.12,11.73
107107,The Child Tax Credit amounts,5,7,1.4,83.32,2.88,2.0,6.12,3.68,10.2
107108,You have to file a,5,5,1.0,117.16,-1.84,2.0,-5.48,-5.74,0.25
107109,If you qualify,3,5,1.667,62.79,5.25,14.53,-2.47,-1.09,9.05
107110,If you claimed the Earned,5,5,1.0,117.16,-1.84,2.0,2.64,0.85,10.2
107112,Cosponsored H.R.,2,3,1.5,77.91,2.89,0.8,7.1,14.9,19.53
107113,This bill will pre-emptively,4,7,1.75,54.73,6.62,11.6,11.6,10.01,7.78
107114,Based on the VSL,4,4,1.0,118.18,-2.23,1.6,-4.35,-4.12,11.73
107115,The Committee's 20 practical,4,8,2.0,33.58,9.57,21.6,11.6,10.01,15.68
107116,Their recommendations include key policies,5,12,2.4,-1.28,14.68,18.0,22.36,16.87,13.36
107117,Deepening existing arrangements to reduce,5,12,2.4,-1.28,14.68,26.0,21.2,15.92,16.52
107118,Prioritise energy co-operation reconnecting,4,16,4.0,-135.62,33.17,41.6,33.35,27.67,19.62
107119,In such cases,3,4,1.333,90.99,1.31,1.2,-4.4,-2.66,9.05
107120,Whether a case involves genocide,5,9,1.8,49.48,7.6,10.0,10.76,7.45,13.36
107121,Before an OTP investigation can,5,10,2.0,32.56,9.96,10.0,9.6,6.5,10.2
107122,The ICC can initiate proceedings,5,10,2.0,32.56,9.96,18.0,10.76,7.45,13.36
107123,The Prosecution will not investigate,5,11,2.2,15.64,12.32,18.0,15.4,11.21,10.2
107124,The arrest warrants are executed,5,10,2.0,32.56,9.96,10.0,10.76,7.45,13.36
107125,The judges will then hear,5,6,1.2,100.24,0.52,2.0,2.64,0.85,7.04
107126,For this purpose,3,4,1.333,90.99,1.31,1.2,1.4,2.05,9.05
107127,Their legal representatives may consult,5,11,2.2,15.64,12.32,10.0,18.88,14.04,13.36
107128,The judgement issued by the,5,7,1.4,83.32,2.88,2.0,4.96,2.74,10.2
107129,Under the Evolution Roadmap,4,8,2.0,33.58,9.57,11.6,11.6,8.83,11.73
107130,Most of the prior actions,5,7,1.4,83.32,2.88,2.0,2.64,0.85,10.2
107132,President Donald Trump and his,5,8,1.6,66.4,5.24,10.0,8.44,5.56,13.36
107134,The notification indicates the voter's,5,12,2.4,-1.28,14.68,18.0,16.56,13.1,13.36
107135,In 15 states,3,3,1.0,119.19,-2.62,1.2,-6.33,-4.23,9.05
107136,Valid forms of identification differ,5,12,2.4,-1.28,14.68,10.0,15.4,11.21,16.52
107137,Your state's voter ID laws,5,6,1.2,100.24,0.52,2.0,2.64,1.79,16.52
107139,It has passed the House,5,5,1.0,117.16,-1.84,2.0,0.32,-1.03,7.04
107140,Voters would generally need to,5,9,1.8,49.48,7.6,10.0,8.44,5.56,10.2
107141,Proponents of voter ID laws,5,8,1.6,66.4,5.24,10.0,4.96,2.74,16.52
107142,Opponents,1,3,3.0,-47.98,20.2,40.4,6.8,21.46,19.48
107143,Yet,1,1,1.0,121.22,-3.4,0.4,-28.0,-6.8,0.05
107145,Major decisions are recorded in,5,10,2.0,32.56,9.96,18.0,9.6,6.5,10.2
107146,It is not the often,5,6,1.2,100.24,0.52,2.0,-4.32,-4.8,0.25
107147,There,1,1,1.0,121.22,-3.4,0.4,-16.4,2.62,0.05
107148,Before being submitted,3,7,2.333,6.39,13.11,14.53,13.0,11.47,9.05
107149,Every month,2,4,2.0,35.61,8.79,0.8,-1.6,3.12,0.1
107150,The presidency sets priorities,4,10,2.5,-8.72,15.47,21.6,15.95,12.36,15.68
107151,View the calendar,3,5,1.667,62.79,5.25,1.2,3.33,3.62,0.15
107152,Not everything happens behind closed,5,9,1.8,49.48,7.6,2.0,15.4,11.21,10.2
107153,Language proficiency: Fluency in English,5,12,2.4,-1.28,14.68,18.0,18.88,14.98,10.2
107154,In a single payer healthcare,5,8,1.6,66.4,5.24,2.0,6.12,3.68,10.2
107155,Single-payer healthcare is a system where one agency pays,9,15,1.667,56.7,7.59,12.49,11.84,8.71,12.86
107156,It's a lot like Medicare,5,7,1.4,83.32,2.88,10.0,0.32,-0.09,7.04
107157,Description,1,3,3.0,-47.98,20.2,40.4,18.4,30.88,19.48
107158,No one will have to,5,5,1.0,117.16,-1.84,2.0,-4.32,-4.8,0.25
107159,Under this system,3,5,1.667,62.79,5.25,1.2,3.33,3.62,9.05
107160,Health coverage is not affected,5,9,1.8,49.48,7.6,18.0,9.6,6.5,10.2
107161,The concept is distinct from,5,7,1.4,83.32,2.88,2.0,6.12,3.68,10.2
107162,“A system of health care,5,6,1.2,100.24,0.52,2.0,0.32,-0.09,7.04
107163,In recent years,3,4,1.333,90.99,1.31,1.2,-0.53,0.48,14.31
107165,Colorado requires all insurers offering,5,14,2.8,-35.12,19.4,34.0,18.88,14.04,16.52
107166,This year,2,2,1.0,120.21,-3.01,0.8,-7.4,-1.59,0.1
107167,The Health Insurance Marketplace®,4,8,2.0,33.58,9.57,21.6,18.85,15.9,11.73
107168,If you experience a life,5,8,1.6,66.4,5.24,10.0,1.48,-0.09,7.04
107169,The public option maintains the,5,8,1.6,66.4,5.24,2.0,9.6,6.5,10.2
107170,Clearer rules for resolving conflicts,5,9,1.8,49.48,7.6,10.0,16.56,12.16,16.52
107171,Parliamentary Europe is in urgent need of a democratic jolt,10,19,1.9,35.95,10.73,12.0,10.24,7.12,12.03
107172,Modernising Parliament's ways of working,5,10,2.0,32.56,9.96,18.0,18.88,14.98,16.52
107173,For wide-ranging or complex,4,6,1.5,75.88,3.67,1.6,10.15,8.83,11.73
107174,Following Parliament's resolutions calling for,5,13,2.6,-18.2,17.04,18.0,25.84,20.63,10.2
107175,The rules indicate what potential,5,9,1.8,49.48,7.6,18.0,11.92,8.39,13.36
107176,Whistleblowers,1,4,4.0,-132.58,32.0,40.4,35.8,45.01,19.48
107177,No fund manager is required,5,9,1.8,49.48,7.6,10.0,4.96,2.74,10.2
107178,What is international trade?,4,8,2.0,33.58,9.57,11.6,11.6,10.01,7.78
107179,Tariffs are taxes on imports,5,8,1.6,66.4,5.24,2.0,6.12,3.68,13.36
107180,These agreements can reduce tariffs,5,9,1.8,49.48,7.6,10.0,14.24,10.27,13.36
107181,For people age 60 and,5,6,1.2,100.24,0.52,2.0,-2.0,-2.92,7.04
107182,If an older adult or,5,7,1.4,83.32,2.88,2.0,-3.16,-3.86,10.2
107183,As someone disabled you could,5,8,1.6,66.4,5.24,10.0,7.28,4.62,7.04
107184,You may be able to,5,6,1.2,100.24,0.52,2.0,-5.48,-5.74,0.25
107185,“Staple foods like rice,4,5,1.25,97.03,0.72,1.6,4.35,4.12,11.73
107187,The circuitry detects the change,5,8,1.6,66.4,5.24,10.0,10.76,7.45,10.2
107188,Battery Conservation or Smart Standby.,5,11,2.2,15.64,12.32,18.0,16.56,13.1,13.36
107190,Doesn't mean anything right,4,7,1.75,54.73,6.62,1.6,10.15,8.83,0.2
107191,“The rest of the UK,5,5,1.0,117.16,-1.84,2.0,-5.48,-4.8,7.04
107192,Scotland hasn't voted Tory,4,8,2.0,33.58,9.57,1.6,8.7,7.65,15.68
107193,The top 10 most influential,5,8,1.6,66.4,5.24,10.0,4.96,2.74,10.2
107195,Group,1,1,1.0,121.22,-3.4,0.4,-16.4,2.62,0.05
107197,103,1,1,1.0,121.22,-3.4,0.4,-28.0,-6.8,19.48
107198,Number,1,2,2.0,36.62,8.4,0.4,-10.6,7.33,0.05
107199,That's El Salvador,3,5,1.667,62.79,5.25,14.53,3.33,5.19,14.31
107200,French Guiana (France),3,5,1.667,62.79,5.25,14.53,9.13,11.47,14.31
107201,So candidates' taxes,3,6,2.0,34.59,9.18,14.53,7.2,8.33,14.31
107202,Just ask Judge Douglas Ginsburg,5,7,1.4,83.32,2.88,2.0,9.6,6.5,10.2
107203,Providing safe,2,4,2.0,35.61,8.79,20.8,7.1,10.18,11.63
107204,Those who enter and remain,5,7,1.4,83.32,2.88,2.0,3.8,1.79,0.25
107205,People are being pulled from,5,7,1.4,83.32,2.88,2.0,6.12,3.68,7.04
107206,The president of the World,5,7,1.4,83.32,2.88,10.0,3.8,1.79,7.04
107207,Since taking office,3,5,1.667,62.79,5.25,1.2,7.2,6.76,0.15
107208,Through this initiative,3,6,2.0,34.59,9.18,14.53,14.93,13.04,9.05
107209,Spring Meetings 2026: Driving Growth and Jobs through Energy,9,13,1.444,75.5,4.96,8.04,13.78,10.28,14.61
107210,Mission 300,2,3,1.5,77.91,2.89,0.8,-1.6,3.12,19.53
107211,Spring Meetings 2026: Reaching 300 Million Farmers through AgriConnect,9,15,1.667,56.7,7.59,8.04,20.22,15.52,14.61
107212,The plan embedded climate considerations,5,12,2.4,-1.28,14.68,18.0,20.04,14.98,13.36
107213,Today,1,2,2.0,36.62,8.4,0.4,-16.4,2.62,0.05
107214,This report projects global growth,5,8,1.6,66.4,5.24,2.0,13.08,9.33,13.36
107215,Abstract,1,2,2.0,36.62,8.4,0.4,1.0,16.75,19.48
107216,Free Trade Agreements,3,5,1.667,62.79,5.25,14.53,11.07,9.9,9.05
107218,In this instance,3,4,1.333,90.99,1.31,1.2,1.4,2.05,9.05
107219,Specific Tariffs,2,5,2.5,-6.69,14.69,20.8,12.9,14.9,19.53
107221,After two months they were,5,6,1.2,100.24,0.52,2.0,3.8,1.79,7.04
107222,The strait of Magellan separates,5,9,1.8,49.48,7.6,18.0,10.76,7.45,13.36
107223,One of the reasons so,5,6,1.2,100.24,0.52,2.0,-2.0,-2.92,7.04
107224,Speakeasy-inspired tailoring,2,7,3.5,-91.29,26.49,40.8,44.8,43.16,19.53
107225,In a rush?,3,3,1.0,119.19,-2.62,1.2,-12.13,-7.37,0.15
107226,For the Lanvin Spring/Summer,4,7,1.75,54.73,6.62,11.6,11.6,10.01,11.73
107227,Puttin' on the Ritz: A,5,6,1.2,100.24,0.52,2.0,-3.16,-1.97,10.2
107229,Set the mood with a,5,5,1.0,117.16,-1.84,2.0,-4.32,-4.8,7.04
107231,Consider absinthe green for a,5,8,1.6,66.4,5.24,10.0,7.28,4.62,10.2
107232,Toasts with finely chopped ingredients,5,9,1.8,49.48,7.6,10.0,17.72,13.1,16.52
107233,If you're planning a,4,5,1.25,97.03,0.72,1.6,0.0,0.59,7.78
107236,2026 Land Rover Discovery Sport,5,9,1.8,49.48,7.6,10.0,9.6,6.5,13.36
107237,2010 - Used,2,2,1.0,120.21,-3.01,0.8,-7.4,-6.3,11.63
107239,Marco Rubio,2,5,2.5,-6.69,14.69,20.8,-1.6,3.12,19.53
107240,Whether you're chasing nostalgia,4,8,2.0,33.58,9.57,11.6,17.4,14.72,15.68
107242,Website: azrenfest.com,2,5,2.5,-6.69,14.69,20.8,24.5,29.02,19.53
107243,The MD faire hits such,5,5,1.0,117.16,-1.84,2.0,-0.84,-1.97,13.36
107244,Location: Todd Mission,3,6,2.0,34.59,9.18,14.53,11.07,11.47,19.58
107245,Saturdays and Sundays April 4,5,9,1.8,49.48,7.6,10.0,7.28,4.62,13.36
107246,They thus came to be,5,5,1.0,117.16,-1.84,2.0,-3.16,-3.86,7.04
107248,Today,1,2,2.0,36.62,8.4,0.4,-16.4,2.62,0.05
107249,Batu Khan,2,2,1.0,120.21,-3.01,0.8,-7.4,-1.59,19.53
107250,While Kadan's northern force,4,5,1.25,97.03,0.72,1.6,11.6,10.01,11.73
107251,Who Was Martin Luther?,4,6,1.5,75.88,3.67,1.6,2.9,2.94,11.73
107252,Martin Luther (born November 10,5,9,1.8,49.48,7.6,2.0,8.44,6.5,13.36
107253,Two years later,3,4,1.333,90.99,1.31,1.2,-0.53,0.48,14.31
107254,Katharina von Bora,3,7,2.333,6.39,13.11,14.53,5.27,5.19,19.58
107255,His marriage to Katharina von,5,9,1.8,49.48,7.6,10.0,7.28,4.62,10.2
107256,The Church studied Luther's writings,5,8,1.6,66.4,5.24,2.0,14.24,11.21,13.36
107257,Luther often worked in tandem,5,8,1.6,66.4,5.24,2.0,7.28,4.62,13.36
107258,In 1520 Pope Leo X,5,6,1.2,100.24,0.52,2.0,-5.48,-5.74,16.52
107259,She was deeply involved with,5,7,1.4,83.32,2.88,2.0,6.12,3.68,10.2
107260,The March on Washington for,5,7,1.4,83.32,2.88,10.0,4.96,2.74,7.04
107261,President Lyndon Johnson signed into,5,10,2.0,32.56,9.96,10.0,15.4,11.21,16.52
107262,It could hit $4 only,5,6,1.2,100.24,0.52,2.0,-4.32,-3.86,7.04
107263,Looking at the chart of,5,6,1.2,100.24,0.52,2.0,0.32,-1.03,7.04
107266,Holocaust survivor Elżbieta Ficowska and,5,10,2.0,32.56,9.96,18.0,20.04,14.98,16.52
107267,These intersections have broadened and,5,9,1.8,49.48,7.6,10.0,17.72,13.1,10.2
107268,New Claims Conference Data Shows Approximately 196,7,14,2.0,30.53,10.74,14.23,16.43,11.68,17.52
107270,The importance and ethical implications,5,12,2.4,-1.28,14.68,26.0,18.88,14.04,13.36
107271,At the same time,4,4,1.0,118.18,-2.23,1.6,-4.35,-4.12,0.2
107272,The defence of universal rights,5,9,1.8,49.48,7.6,10.0,9.6,6.5,13.36
107273,As we remember the 6,5,7,1.4,83.32,2.88,2.0,-3.16,-3.86,7.04
107274,Price breakdown in full without,5,7,1.4,83.32,2.88,2.0,9.6,6.5,7.04
107277,Time Warp shows photos of completed sales.,7,10,1.429,78.87,4.0,8.51,8.97,6.29,15.26
107278,Jesuit missionaries preached and taught,5,10,2.0,32.56,9.96,18.0,18.88,14.04,13.36
107279,Certain aspects of music and,5,8,1.6,66.4,5.24,2.0,6.12,3.68,7.04
107280,The Jesuits dedicated themselves directly,5,13,2.6,-18.2,17.04,26.0,21.2,15.92,16.52
107281,Its purpose was to suppress,5,7,1.4,83.32,2.88,2.0,4.96,2.74,10.2
107282,The Counter-Reformation profoundly impacted,4,13,3.25,-72.17,24.32,31.6,33.35,27.67,15.68
107283,Art became a propaganda tool,5,9,1.8,49.48,7.6,10.0,6.12,3.68,7.04
107284,Every corner of the expanding,5,10,2.0,32.56,9.96,10.0,7.28,4.62,7.04
107285,The Council of Trent,4,5,1.25,97.03,0.72,1.6,1.45,0.59,11.73
107286,This council,2,3,1.5,77.91,2.89,0.8,1.3,5.48,11.63
107287,The council held that there,5,6,1.2,100.24,0.52,2.0,4.96,2.74,7.04
107288,It declared that Christ is,5,6,1.2,100.24,0.52,2.0,3.8,1.79,10.2
107289,The Catholic Church recognized the,5,8,1.6,66.4,5.24,10.0,13.08,9.33,10.2
